seqnames,start,end,Log2FC,FDR,MeanDiff,group_name
chrX,133050957,133051457,3.878742589,0.000122535,0.027641484,C5
chrX,137427816,137428316,4.672457654,0.000122535,0.049396313,C5
chrX,150017457,150017957,3.873425927,0.000122535,0.02753239,C5
chr12,1055750,1056250,1.623970347,0.000122541,0.070625962,C5
chr6,37207243,37207743,2.002325627,0.000122666,0.039107362,C5
chr4,90391170,90391670,1.28650907,0.000122699,0.100960278,C5
chr4,109028205,109028705,2.259925921,0.000122721,0.067495235,C5
chr9,116501161,116501661,2.090342909,0.000122998,0.039626198,C5
chr1,172723083,172723583,1.149796113,0.000123143,0.060297981,C5
chr10,116252321,116252821,1.962900058,0.000123162,0.072793838,C5
chr4,109086612,109087112,1.986762618,0.000123162,0.053909351,C5
chr4,183369876,183370376,2.127574248,0.000123162,0.061898557,C5
chr19,55034514,55035014,1.675082856,0.00012321,0.07621157,C5
chr16,57534227,57534727,2.157882577,0.000123391,0.048272061,C5
chr13,31618967,31619467,1.126117141,0.000123478,0.082772082,C5
chr1,157568021,157568521,2.163542856,0.000123636,0.05868095,C5
chr2,165698457,165698957,2.266175854,0.000123759,0.032854114,C5
chr17,81141472,81141972,1.955990892,0.000123885,0.033005837,C5
chr12,25530298,25530798,1.17536114,0.000124085,0.142103938,C5
chr2,102954396,102954896,1.938747226,0.000124272,0.027190792,C5
chr6,13668792,13669292,2.134974272,0.000124277,0.082261587,C5
chr1,12187496,12187996,1.867099345,0.000124305,0.060875029,C5
chr6,110912030,110912530,1.691228448,0.000124653,0.033418575,C5
chr3,171003037,171003537,2.232508086,0.00012466,0.077398808,C5
chr20,2780762,2781262,2.043082893,0.000124857,0.031003335,C5
chr14,103288482,103288982,1.494380176,0.000124906,0.094410781,C5
chr1,8986685,8987185,1.772504336,0.000124981,0.060475912,C5
chr2,161190711,161191211,1.693403823,0.000125117,0.064278818,C5
chr2,33702604,33703104,1.824759827,0.000125208,0.043980594,C5
chr20,4775951,4776451,1.599518852,0.000125286,0.075430256,C5
chr5,131599561,131600061,2.094767713,0.000125316,0.05678626,C5
chr5,65298187,65298687,2.113726281,0.000125575,0.051175703,C5
chr6,39068069,39068569,1.085018461,0.000125641,0.040941374,C5
chr8,102968357,102968857,2.261539293,0.000125641,0.073988951,C5
chr12,31742574,31743074,1.266163559,0.000125647,0.039023846,C5
chr5,96255296,96255796,1.039283662,0.000125647,0.056544759,C5
chr10,5885738,5886238,1.410404548,0.000126018,0.045632464,C5
chr14,72910613,72911113,1.641589108,0.000126235,0.075827761,C5
chr3,53148665,53149165,1.883098847,0.000126254,0.035763033,C5
chr10,73620121,73620621,1.687407225,0.000126489,0.046410521,C5
chr7,138226761,138227261,1.891212363,0.00012677,0.045500889,C5
chr7,28893726,28894226,1.805336247,0.000127223,0.08868129,C5
chr6,167444708,167445208,1.67310823,0.000127733,0.043654927,C5
chr6,33183774,33184274,2.291740215,0.000127795,0.060335913,C5
chr3,112222345,112222845,3.899740531,0.000127806,0.045364843,C5
chr1,59793975,59794475,1.97280075,0.000128248,0.042345612,C5
chr20,35617068,35617568,3.771165213,0.000128248,0.04312406,C5
chr9,20240440,20240940,3.861738304,0.000128248,0.041208586,C5
chr2,161522792,161523292,1.659592105,0.000128517,0.072636595,C5
chr22,30014106,30014606,1.45149913,0.000128775,0.055732508,C5
chr4,185249234,185249734,1.344538267,0.000128775,0.039950915,C5
chr2,216847216,216847716,1.404196868,0.000128985,0.130658147,C5
chr1,185213462,185213962,2.24218536,0.000129298,0.05754441,C5
chr2,54818674,54819174,3.822970052,0.000129563,0.050312125,C5
chr9,114676952,114677452,2.32035108,0.000129624,0.050350273,C5
chr11,68366258,68366758,3.436386198,0.000130004,0.037642385,C5
chr8,27247318,27247818,3.513785079,0.000130004,0.03405365,C5
chr8,142046098,142046598,1.405150491,0.000130022,0.058466559,C5
chr19,36048622,36049122,1.314206873,0.000130109,0.054314895,C5
chr19,5585845,5586345,2.248323016,0.000130249,0.050900313,C5
chr2,234763710,234764210,2.179472009,0.000130249,0.041506629,C5
chr15,94846830,94847330,2.043077823,0.000130379,0.045151598,C5
chr8,436519,437019,1.523339222,0.00013042,0.071129201,C5
chr12,28705341,28705841,1.954506268,0.00013083,0.060793672,C5
chr10,94062790,94063290,3.776923848,0.000130861,0.048514647,C5
chr17,29394571,29395071,3.63968526,0.000130861,0.045118061,C5
chr7,129111317,129111817,3.914184255,0.000130861,0.046991458,C5
chr12,80581316,80581816,1.528938514,0.00013106,0.049335053,C5
chr1,230561938,230562438,1.706392473,0.000131074,0.087929952,C5
chr14,88336200,88336700,1.858932292,0.000131074,0.037685972,C5
chr3,11137937,11138437,1.503452687,0.000131115,0.055948362,C5
chr14,65781679,65782179,1.159963838,0.000131141,0.03061742,C5
chr17,57921788,57922288,2.445943683,0.000131162,0.051370457,C5
chr2,89035340,89035840,3.872265092,0.000131248,0.049987738,C5
chr6,15404107,15404607,1.522390219,0.000131296,0.068992426,C5
chr3,53144141,53144641,3.305481663,0.000131702,0.03585889,C5
chr3,155272962,155273462,3.324931915,0.000131702,0.031761111,C5
chr7,155082724,155083224,3.710363583,0.000131702,0.04734415,C5
chr3,126191024,126191524,1.756196698,0.000132033,0.057638657,C5
chr20,3489697,3490197,3.579572458,0.000132157,0.051902346,C5
chr11,94806056,94806556,3.162649357,0.000132607,0.036897267,C5
chrX,23717944,23718444,3.742623455,0.000132607,0.052143092,C5
chr22,17555776,17556276,1.570761903,0.000132903,0.051541239,C5
chr6,47276863,47277363,1.198763703,0.000132914,0.042371601,C5
chr12,50983551,50984051,1.511132344,0.000133027,0.034336708,C5
chr16,48373942,48374442,3.482817389,0.000133043,0.041668529,C5
chr16,82221410,82221910,3.274687786,0.000133043,0.037883473,C5
chr5,142138041,142138541,3.303626247,0.000133043,0.036231788,C5
chr10,3665419,3665919,1.877595257,0.00013312,0.041312087,C5
chr15,63666762,63667262,1.739946955,0.0001334,0.029297371,C5
chr6,90696792,90697292,1.908898285,0.0001334,0.042819169,C5
chr2,23719758,23720258,3.783647256,0.000133465,0.054366368,C5
chr3,39124105,39124605,3.510945386,0.000133465,0.03637043,C5
chr4,80524861,80525361,3.481371881,0.000133465,0.046987449,C5
chr8,74227622,74228122,3.269086088,0.000133465,0.039580483,C5
chr9,35495888,35496388,3.225068711,0.000133465,0.034973628,C5
chrX,131135065,131135565,2.442840969,0.000133573,0.091652465,C5
chr14,35829799,35830299,3.294003398,0.000133889,0.038443813,C5
chr15,60258381,60258881,3.468512589,0.000133889,0.038061463,C5
chr2,159867430,159867930,3.300762459,0.000133889,0.044145461,C5
chr20,17973693,17974193,3.30366263,0.000133889,0.033998822,C5
chr8,27754835,27755335,1.367715161,0.000134296,0.079686508,C5
chr1,52258527,52259027,4.256730376,0.0001343,0.075147563,C5
chr12,116626326,116626826,3.32032925,0.0001343,0.03581572,C5
chr13,41228323,41228823,2.86611665,0.0001343,0.020962747,C5
chr13,73797515,73798015,1.749891344,0.0001343,0.038854331,C5
chr6,25147398,25147898,3.826186202,0.0001343,0.062461127,C5
chr9,102088860,102089360,3.207298663,0.0001343,0.03684403,C5
chr1,89828710,89829210,1.131279698,0.00013457,0.061383093,C5
chr10,52353766,52354266,3.284774458,0.000134748,0.043368831,C5
chr16,21767461,21767961,3.621041697,0.000134748,0.053556792,C5
chr4,166112374,166112874,3.178329494,0.000134748,0.032494798,C5
chr6,144996466,144996966,1.742737316,0.000134909,0.095238915,C5
chr3,37156278,37156778,3.711334789,0.000135206,0.050497682,C5
chr3,72682372,72682872,3.299399709,0.000135206,0.031783422,C5
chr4,74111668,74112168,3.45957935,0.000135206,0.049287626,C5
chr5,156374904,156375404,3.215815396,0.000135206,0.036686878,C5
chr20,4111474,4111974,1.781665031,0.000135301,0.03855028,C5
chr7,7811930,7812430,2.752239176,0.000135782,0.066867637,C5
chr17,31230699,31231199,3.189239529,0.000136074,0.037995492,C5
chr17,55456453,55456953,3.291613605,0.000136074,0.036460114,C5
chr4,185173580,185174080,3.142966853,0.000136074,0.038551637,C5
chr7,110654086,110654586,3.20066297,0.000136074,0.031666943,C5
chrX,19726724,19727224,3.475679204,0.000136074,0.048408832,C5
chr9,22240592,22241092,1.618084231,0.000136209,0.047849117,C5
chr18,712469,712969,1.221210436,0.000136473,0.203643688,C5
chr18,55758512,55759012,3.448370753,0.000136521,0.053247947,C5
chr6,25166541,25167041,3.187394519,0.000136521,0.040273036,C5
chr1,33454803,33455303,1.38535695,0.000136668,0.043517918,C5
chr2,584961,585461,2.23961704,0.000136685,0.103248532,C5
chr16,24991733,24992233,3.179507334,0.000136954,0.04580245,C5
chr18,32758188,32758688,3.384465566,0.000136954,0.053555806,C5
chr7,149745723,149746223,3.018216323,0.000136954,0.027341889,C5
chr6,26159975,26160475,1.286851961,0.000136985,0.08479966,C5
chr13,80622884,80623384,1.51795318,0.000137265,0.067761883,C5
chr5,111490959,111491459,1.708575101,0.000137319,0.062106407,C5
chr6,128134427,128134927,1.101833562,0.000137327,0.085877663,C5
chr11,78009216,78009716,3.18277589,0.000137388,0.045735934,C5
chr6,32967769,32968269,3.33514836,0.000137388,0.039484512,C5
chr10,13694229,13694729,2.988807086,0.000137809,0.035031247,C5
chr10,106006592,106007092,3.110587837,0.000137809,0.041253741,C5
chr12,89431960,89432460,3.445552149,0.000137809,0.042063739,C5
chr17,27205964,27206464,3.349712958,0.000137809,0.041080655,C5
chr7,112922852,112923352,3.294415323,0.000137809,0.046822489,C5
chr8,8195922,8196422,3.189413555,0.000137809,0.040084689,C5
chr8,20165773,20166273,2.77688504,0.000137809,0.030635501,C5
chrX,76896100,76896600,3.061957239,0.000137809,0.036733703,C5
chrX,147363982,147364482,3.476608484,0.000137809,0.042265401,C5
chr9,99253773,99254273,2.237153002,0.000137863,0.069887126,C5
chr5,67718979,67719479,1.162940149,0.000137869,0.083666049,C5
chr10,48577477,48577977,2.910989708,0.000138231,0.034253982,C5
chr19,4474523,4475023,2.980172979,0.000138231,0.033584566,C5
chr2,71127416,71127916,2.817118183,0.000138231,0.027016542,C5
chr3,153294812,153295312,3.300860694,0.000138231,0.044372735,C5
chr5,110963580,110964080,2.880248738,0.000138231,0.049846905,C5
chr12,57230758,57231258,1.855149683,0.000138692,0.074497881,C5
chr15,100157117,100157617,3.18381808,0.000138692,0.048151576,C5
chr16,2199857,2200357,2.311023709,0.000138692,0.033318355,C5
chr16,56944611,56945111,2.873347434,0.000138692,0.032158423,C5
chr6,11412804,11413304,2.413911017,0.000138692,0.02801216,C5
chr7,64689716,64690216,3.068338837,0.000138692,0.039332886,C5
chr2,97175083,97175583,1.97721767,0.000138841,0.068648778,C5
chr1,23849062,23849562,2.00990904,0.000138842,0.062952911,C5
chr5,35863178,35863678,2.229233192,0.000138948,0.07072863,C5
chr12,63202094,63202594,2.523258696,0.000139124,0.035561685,C5
chr7,110559142,110559642,3.053162329,0.000139124,0.039399195,C5
chr10,120992883,120993383,1.827682488,0.000139141,0.05133545,C5
chr4,170548024,170548524,2.149860641,0.000139141,0.073068291,C5
chr14,68347800,68348300,2.497729388,0.000139449,0.083690208,C5
chr3,101833050,101833550,2.200229217,0.000139449,0.056364536,C5
chrX,45622132,45622632,1.095670534,0.000139456,0.050974855,C5
chr5,54905219,54905719,2.975416042,0.00013955,0.034143399,C5
chr10,102128418,102128918,2.974851164,0.000140016,0.044326906,C5
chr13,113799697,113800197,3.4350076,0.000140016,0.056880716,C5
chr4,13546476,13546976,2.394913951,0.000140016,0.055100631,C5
chr9,90112978,90113478,2.686929579,0.000140016,0.031319779,C5
chr4,78977651,78978151,2.277345006,0.000140112,0.054948824,C5
chr9,100616129,100616629,1.412398071,0.000140112,0.082290498,C5
chr11,47971905,47972405,1.469258664,0.000140264,0.123325021,C5
chr7,158607248,158607748,1.732811143,0.000140429,0.08677313,C5
chrX,139999959,140000459,2.230072258,0.000140468,0.023056343,C5
chr5,35672942,35673442,1.748467881,0.000140785,0.060738877,C5
chr18,36275784,36276284,3.005657366,0.000140913,0.034107451,C5
chr3,134648768,134649268,3.134301839,0.000140913,0.039116626,C5
chr6,467757,468257,3.814932217,0.000140913,0.076344992,C5
chr7,155538387,155538887,2.91952698,0.000140913,0.030516738,C5
chrX,15320032,15320532,3.042000309,0.000140913,0.052412501,C5
chr17,27966462,27966962,1.504838924,0.000141393,0.127723273,C5
chr5,148735884,148736384,2.469602644,0.000141743,0.061623173,C5
chr12,82194242,82194742,2.653487428,0.000141855,0.030864443,C5
chr6,45526579,45527079,2.885353805,0.000141855,0.038914047,C5
chr6,112475352,112475852,2.732290397,0.000141855,0.03419969,C5
chr8,29421079,29421579,1.694729474,0.000141855,0.026582455,C5
chr8,29146928,29147428,1.252134711,0.000141975,0.072902859,C5
chr7,17991307,17991807,3.308932798,0.000142336,0.051118496,C5
chr8,20002713,20003213,2.91162992,0.000142336,0.040076545,C5
chr7,32579722,32580222,2.713614685,0.000142337,0.061882032,C5
chr10,98085699,98086199,2.796490969,0.000142779,0.041655276,C5
chr20,45826955,45827455,2.415835097,0.000142779,0.03156514,C5
chr3,38691033,38691533,1.093486285,0.000143109,0.077019415,C5
chr10,6051155,6051655,2.721521164,0.000143263,0.031701514,C5
chr12,95383942,95384442,2.516280375,0.000143263,0.033310561,C5
chr2,159745605,159746105,2.574724861,0.000143263,0.030368686,C5
chr5,155254820,155255320,2.885571432,0.000143263,0.043291109,C5
chr12,57405234,57405734,2.09713281,0.000143558,0.075122733,C5
chrX,40398379,40398879,1.331090677,0.000143558,0.061317117,C5
chr7,121634565,121635065,2.36700193,0.000143756,0.029531792,C5
chr3,178954428,178954928,3.853731549,0.000144095,0.056784579,C5
chr13,21015910,21016410,2.651297379,0.000144243,0.035439169,C5
chr4,54943849,54944349,2.696785289,0.000144243,0.053197403,C5
chr8,38401012,38401512,2.710763119,0.000144243,0.033071746,C5
chr1,90223057,90223557,1.721814395,0.000144273,0.104625841,C5
chr2,240086092,240086592,2.392934361,0.000144963,0.084244329,C5
chr3,111384871,111385371,3.192269941,0.000144993,0.06938201,C5
chr17,36188081,36188581,3.054009685,0.000145214,0.056111461,C5
chr20,24270618,24271118,2.451447644,0.000145214,0.031940167,C5
chr5,144436302,144436802,2.25718241,0.000145214,0.047208524,C5
chrX,131756129,131756629,1.484943362,0.000145489,0.067500197,C5
chr8,105657087,105657587,2.025175856,0.000145682,0.029965119,C5
chr16,50372262,50372762,1.644363782,0.000145998,0.099941793,C5
chr16,11165659,11166159,2.489069619,0.000146181,0.032761531,C5
chr3,159481443,159481943,1.048816149,0.000146202,0.056498807,C5
chr16,17568425,17568925,2.488476372,0.000146686,0.026751217,C5
chr6,30126337,30126837,2.078100551,0.000146686,0.040677837,C5
chr10,52388731,52389231,3.061181298,0.000146865,0.029176577,C5
chr3,32279849,32280349,1.204656021,0.00014739,0.12208929,C5
chr15,59541457,59541957,1.14439924,0.000147444,0.080049549,C5
chr22,40329295,40329795,1.797430794,0.000147683,0.060920382,C5
chr3,131189101,131189601,2.390779792,0.000147683,0.036905564,C5
chr15,80324140,80324640,1.552706407,0.000147778,0.072932252,C5
chr15,83496707,83497207,3.764190617,0.000147778,0.060769383,C5
chr22,40256120,40256620,3.132983015,0.000147778,0.033497042,C5
chr8,26299448,26299948,3.388704561,0.000147778,0.039987261,C5
chr6,7088503,7089003,2.626018853,0.000147986,0.053752759,C5
chr3,72937021,72937521,1.377788932,0.000148095,0.04620381,C5
chr13,51766456,51766956,1.739655846,0.000148124,0.026983534,C5
chr12,104571281,104571781,3.577568834,0.000148228,0.05269477,C5
chr1,145652224,145652724,3.41839335,0.00014871,0.048232382,C5
chr6,127442473,127442973,3.24993977,0.00014871,0.046881327,C5
chr6,12233740,12234240,1.238074571,0.000148756,0.11546935,C5
chr15,93347087,93347587,1.038911123,0.000148867,0.094067999,C5
chr11,35640535,35641035,2.235386889,0.000149005,0.04526483,C5
chr3,48794002,48794502,3.551408828,0.00014916,0.056386803,C5
chr3,93777166,93777666,3.526239737,0.00014916,0.065124608,C5
chr6,15365410,15365910,2.779153251,0.000149286,0.050984869,C5
chr6,149533190,149533690,1.042546134,0.000149914,0.075574853,C5
chr18,72973354,72973854,3.797043125,0.000150081,0.071045184,C5
chr2,136891602,136892102,1.541744159,0.000150081,0.09978052,C5
chr4,141347845,141348345,3.116096473,0.000150081,0.029996097,C5
chr6,14463293,14463793,3.348281943,0.000150081,0.042399675,C5
chr2,102754673,102755173,2.57653285,0.000150242,0.057411312,C5
chr3,72467363,72467863,2.088350416,0.000150525,0.075992731,C5
chr14,102457579,102458079,3.317803981,0.00015056,0.045590946,C5
chr19,8116854,8117354,3.183142972,0.000150773,0.063934708,C5
chr7,99809007,99809507,1.343021179,0.000150827,0.093615844,C5
chr20,8434962,8435462,2.226586721,0.000151041,0.065401975,C5
chr7,66313382,66313882,3.204979615,0.000151041,0.043042174,C5
chr22,18216909,18217409,1.470027398,0.000151409,0.055328467,C5
chr11,2466531,2467031,1.251232451,0.00015176,0.033603769,C5
chr6,30130671,30131171,2.01623293,0.000151786,0.066277702,C5
chrX,16874121,16874621,1.889421672,0.000151787,0.082521679,C5
chr17,41429118,41429618,3.308779139,0.000152016,0.053151951,C5
chr12,12169635,12170135,1.559886555,0.000152095,0.054928626,C5
chr16,48639389,48639889,1.992722985,0.000152272,0.057202285,C5
chr6,152555012,152555512,2.061280601,0.000152396,0.068443745,C5
chr1,173519977,173520477,2.308399147,0.000152455,0.078512125,C5
chr16,14394639,14395139,2.443723364,0.000152631,0.050639851,C5
chr10,105518771,105519271,1.495831844,0.000152698,0.136740399,C5
chr6,128313269,128313769,1.974487198,0.000152908,0.117596331,C5
chr17,14254756,14255256,3.251294545,0.000152978,0.046290616,C5
chr19,11641194,11641694,3.545031246,0.000152978,0.063605071,C5
chr12,68574180,68574680,2.707867989,0.000153439,0.047947453,C5
chr20,56204421,56204921,2.213272226,0.00015357,0.051399343,C5
chr1,59591578,59592078,3.406789041,0.000153955,0.047024967,C5
chr1,234679778,234680278,3.012560428,0.000153955,0.043433223,C5
chr12,48690275,48690775,3.128164243,0.000153955,0.048486143,C5
chr14,50532221,50532721,2.407161556,0.000153955,0.060362174,C5
chr2,149674924,149675424,2.974444847,0.000153955,0.038449019,C5
chr3,99558417,99558917,3.188348006,0.000153955,0.044208808,C5
chr5,75711629,75712129,3.136913118,0.000153955,0.067231863,C5
chr4,124528355,124528855,1.721596128,0.000154162,0.048800701,C5
chr16,68434457,68434957,3.166145647,0.000154395,0.045015894,C5
chr2,148388078,148388578,2.922379145,0.000154395,0.034776191,C5
chr3,57937081,57937581,2.982433381,0.000154395,0.041675507,C5
chr5,130966626,130967126,3.269168248,0.000154395,0.052151108,C5
