Gene Name,correlation.E-score,pvalue.E-score,adjpvalue.E-score,MME Biomarkers(Reference),Gene Name,correlation.S-score,pvalue.S-score,adjpvalue.S-score,MMS biomarkers(Reference)
,,,,,CCRN4L,0.365823436,0.003193969,0.020111924,
,,,,,SIVA1,0.365787141,0.003197221,0.020127362,
,,,,,PGBD1,0.36568496,0.003206394,0.02016995,
,,,,,LIX1,0.365639124,0.003210516,0.020190828,
,,,,,DLX2,0.365614283,0.003212752,0.020198601,
,,,,,ELOVL5,0.36550528,0.00322258,0.020251496,
,,,,,NHS,0.36542028,0.003230262,0.020294581,
,,,,,GNAI3,0.365411565,0.00323105,0.020294581,
,,,,,INPP4A,0.365309797,0.003240271,0.020347415,
,,,,,XRCC6BP1,0.365294477,0.003241662,0.020351061,
,,,,,BACH1,0.36527568,0.003243368,0.020351608,
,,,,,MID2,0.365254571,0.003245285,0.020358556,
,,,,,LILRB3,0.365229234,0.003247588,0.020360442,
,,,,,PSMD11,0.365174604,0.003252557,0.020383827,
,,,,,TSPAN6,0.365120739,0.003257464,0.020405353,
,,,,,PRPF8,0.365119073,0.003257616,0.020405353,
,,,,,CIDECP,0.365099745,0.003259378,0.020411306,
,,,,,LOC100130776,0.36503906,0.003264916,0.020440898,
,,,,,RN5S37,0.364983335,0.00327001,0.020467687,
,,,,,BAIAP2L2,0.364947121,0.003273323,0.02047823,
,,,,,SPANXN3,0.364858433,0.003281451,0.020523971,
,,,,,EXT1,0.364772033,0.003289387,0.020563371,
,,,,,KCTD11,0.3646804,0.003297821,0.020604954,
,,,,,LGI2,0.364673062,0.003298498,0.020604954,
,,,,,SRGN,0.364498738,0.0033146,0.020690116,
,,,,,TIAL1,0.364455835,0.003318573,0.020709777,
,,,,,MIR597,0.364441433,0.003319908,0.020712965,
,,,,,HEATR3,0.364418534,0.003322032,0.020721069,
,,,,,CNP,0.364332426,0.003330027,0.020765787,
,,,,,KCNJ10,0.364214698,0.003340986,0.020823795,
,,,,,HNRNPL,0.364191106,0.003343186,0.020827179,
,,,,,QPCT,0.364112993,0.003350479,0.020857107,
,,,,,ZNF574,0.363933085,0.003367331,0.020947164,
,,,,,TM6SF2,0.363931858,0.003367446,0.020947164,
,,,,,NSUN2,0.363901739,0.003370274,0.020951766,
,,,,,LINC00158,0.363893781,0.003371022,0.020951766,
,,,,,IMP4,0.363852896,0.003374866,0.020967377,
,,,,,TMEM106A,0.363822837,0.003377694,0.020979563,
,,,,,GIMAP5,0.363814316,0.003378497,0.020979563,
,,,,,ARMC6,0.363765689,0.003383078,0.021002822,
,,,,,ARSK,0.363694708,0.003389775,0.021039201,
,,,,,RN5S321,0.363651083,0.003393896,0.021054387,
,,,,,GNB1,0.363603889,0.00339836,0.021076878,
,,,,,TMEM185A,0.363560698,0.00340245,0.021097039,
,,,,,LILRA6,0.36353052,0.003405311,0.021109566,
,,,,,SCML4,0.363486608,0.003409476,0.021128717,
,,,,,NPTX1,0.363292488,0.003427946,0.02122205,
,,,,,ZC3H18,0.363286456,0.003428521,0.02122205,
,,,,,IGFLR1,0.363131514,0.003443329,0.021308462,
,,,,,ZNF526,0.362999783,0.003455964,0.021376122,
,,,,,NR6A1,0.36285152,0.003470233,0.021448547,
,,,,,PLGRKT,0.362816213,0.003473638,0.021459044,
,,,,,FARP1-AS1,0.36279448,0.003475736,0.021466728,
,,,,,SLC39A7,0.362657833,0.003488952,0.021532481,
,,,,,OGFR,0.362526213,0.003501724,0.021605999,
,,,,,HACE1,0.36250111,0.003504165,0.021615752,
,,,,,XRCC4,0.362312318,0.003522568,0.02171329,
,,,,,TRAPPC1,0.362175491,0.00353596,0.021790492,
,,,,,IGANRP,0.362156987,0.003537774,0.02179099,
,,,,,MLX,0.362061481,0.003547152,0.021843403,
,,,,,PHF16,0.361993445,0.003553847,0.021879267,
,,,,,SNRK-AS1,0.361896879,0.003563367,0.021927485,
,,,,,ADCY1,0.361896311,0.003563424,0.021927485,
,,,,,DOT1L,0.361728496,0.003580023,0.021990365,
,,,,,ZNF180,0.361655853,0.00358723,0.02202545,
,,,,,POFUT2,0.361631909,0.003589608,0.022029291,
,,,,,CBS,0.36162071,0.003590721,0.022030741,
,,,,,LOC145694,0.361597287,0.003593049,0.022039648,
,,,,,PPM1L,0.361581249,0.003594644,0.022044053,
,,,,,NCF1C,0.361486466,0.003604084,0.022091164,
,,,,,AIM1,0.361419431,0.003610774,0.022126771,
,,,,,SLC35B4,0.361373824,0.003615331,0.0221493,
,,,,,MYPN,0.361348293,0.003617885,0.022155028,
,,,,,FZD6,0.361338044,0.00361891,0.022155028,
,,,,,TRIM54,0.361281757,0.003624547,0.022184133,
,,,,,HIST1H2BB,0.361057961,0.003647035,0.022283794,
,,,,,SNX16,0.360941266,0.003658811,0.022344879,
,,,,,SLC43A3,0.360895077,0.003663481,0.022367966,
,,,,,BPGM,0.360827851,0.003670287,0.022384792,
,,,,,NDRG3,0.360823781,0.0036707,0.022384792,
,,,,,LOC100506603,0.360817817,0.003671304,0.022384792,
,,,,,PIK3R5,0.3608151,0.00367158,0.022384792,
,,,,,AGAP2,0.360769042,0.003676251,0.022406519,
,,,,,SLAMF7,0.360726279,0.003680593,0.022423426,
,,,,,RELT,0.360693158,0.003683958,0.022438494,
,,,,,MRPL44,0.36058705,0.00369476,0.022482494,
,,,,,IER3IP1,0.360550505,0.003698487,0.022499725,
,,,,,LGR4,0.36042286,0.00371153,0.02256269,
,,,,,DDIT4,0.360293457,0.003724794,0.022615976,
,,,,,STMN1,0.3602572,0.003728518,0.02263312,
,,,,,SNORD4B,0.36021811,0.003732536,0.022652044,
,,,,,HSPH1,0.36020072,0.003734325,0.022657431,
,,,,,PRKACB,0.360127756,0.00374184,0.022697546,
,,,,,GOSR2,0.35993404,0.003761856,0.022791459,
,,,,,TIPIN,0.359894391,0.003765964,0.022810852,
,,,,,NADKD1,0.359825388,0.003773123,0.022848712,
,,,,,GLTP,0.359776257,0.003778229,0.022874117,
,,,,,MIR3115,0.359731191,0.003782917,0.022891472,
,,,,,HAUS2,0.359674671,0.003788803,0.022921577,
,,,,,CD248,0.359642286,0.00379218,0.022930967,
,,,,,RHBDF2,0.359593623,0.003797259,0.022956157,
,,,,,MPP4,0.359581719,0.003798502,0.022958153,
,,,,,TRIM14,0.359533384,0.003803555,0.022983162,
,,,,,SNX27,0.35950107,0.003806936,0.022998063,
,,,,,ICAM2,0.359452035,0.003812071,0.023023554,
,,,,,ACRC,0.359416143,0.003815834,0.023035774,
,,,,,TRAJ54,0.359415254,0.003815927,0.023035774,
,,,,,RPL28,0.359297868,0.003828257,0.023088028,
,,,,,MAGED4B,0.359159305,0.003842857,0.023148308,
,,,,,MOB1B,0.359134042,0.003845524,0.023155508,
,,,,,SETD3,0.359111701,0.003847884,0.023161939,
,,,,,CPD,0.358979889,0.003861834,0.023237489,
,,,,,KLF7-IT1,0.358975647,0.003862284,0.023237489,
,,,,,TMEM19,0.358846779,0.003875967,0.023314235,
,,,,,WNT5A-AS1,0.358663958,0.003895453,0.023412235,
,,,,,ATP6V0A2,0.358663322,0.003895521,0.023412235,
,,,,,PTPN11,0.358658978,0.003895985,0.023412235,
,,,,,ETV4,0.358646227,0.003897348,0.023414824,
,,,,,MRPL52,0.358481892,0.003914945,0.023498081,
,,,,,MAD2L2,0.358458079,0.0039175,0.023507808,
,,,,,CASP5,0.35843956,0.003919489,0.023514128,
,,,,,MAPK1IP1L,0.358388264,0.003925002,0.02353968,
,,,,,UBA2,0.358382506,0.003925621,0.02353968,
,,,,,ACER3,0.358241029,0.003940864,0.023619811,
,,,,,GBP2,0.35818967,0.00394641,0.023647415,
,,,,,GTPBP6,0.358014846,0.003965341,0.023744044,
,,,,,GPR39,0.357973656,0.003969813,0.023764989,
,,,,,CASS4,0.357921734,0.003975457,0.023790585,
,,,,,KNTC1,0.357916909,0.003975981,0.023790585,
,,,,,PCDH1,0.357812095,0.003987397,0.023853212,
,,,,,NABP2,0.357663437,0.004003637,0.023938971,
,,,,,EBI3,0.357568594,0.004014029,0.023989694,
,,,,,ADCY4,0.357426275,0.004029668,0.024065992,
,,,,,PUS1,0.357334702,0.004039759,0.024120527,
,,,,,REXO1,0.357240706,0.00405014,0.02416529,
,,,,,RASD2,0.357157897,0.004059305,0.02421192,
,,,,,WIPF1,0.357116874,0.004063852,0.024226662,
,,,,,MCM3,0.357112753,0.004064309,0.024226662,
,,,,,STARD3NL,0.357104319,0.004065245,0.024226662,
,,,,,PALM2-AKAP2,0.356970992,0.004080059,0.024309184,
,,,,,HAUS1,0.356954832,0.004081858,0.024314137,
,,,,,TNFRSF9,0.356897375,0.004088259,0.024346499,
,,,,,MLLT11,0.356775779,0.004101836,0.024421564,
,,,,,NID2,0.356765005,0.00410304,0.024422953,
,,,,,UBE2G1,0.356634631,0.004117645,0.024492486,
,,,,,RFC3,0.356619955,0.004119292,0.024496485,
,,,,,LOC100507347,0.356528654,0.004129551,0.024545878,
,,,,,TRBV6-1,0.356413621,0.004142508,0.024611256,
,,,,,AGPS,0.356282564,0.004157314,0.024687552,
,,,,,MMP14,0.356078712,0.004180437,0.024794628,
,,,,,ANKRD13D,0.356071444,0.004181264,0.024794628,
,,,,,NDUFA4L2,0.356042152,0.004184596,0.024808537,
,,,,,ACSL3,0.35595077,0.004195008,0.024858863,
,,,,,DDX21,0.355950288,0.004195063,0.024858863,
,,,,,ATF7,0.355940804,0.004196145,0.024859413,
,,,,,NEU3,0.355857805,0.004205623,0.02490898,
,,,,,ERGIC1,0.355846575,0.004206907,0.02490898,
,,,,,DHX35,0.355841531,0.004207484,0.02490898,
,,,,,TATDN2,0.355743477,0.004218711,0.024948829,
,,,,,FAM123B,0.355707427,0.004222845,0.024964641,
,,,,,GAB2,0.355689097,0.004224948,0.024971203,
,,,,,EMC9,0.355661307,0.004228139,0.024984188,
,,,,,OSGIN2,0.355491228,0.004247714,0.025064503,
,,,,,RRM1,0.355431628,0.004254592,0.025093309,
,,,,,TNIP3,0.355352015,0.004263796,0.025131657,
,,,,,CTSL1,0.355349442,0.004264093,0.025131657,
,,,,,HOXD3,0.355285744,0.00427147,0.025169232,
,,,,,9-Sep,0.355244114,0.004276297,0.02519177,
,,,,,ZNF259,0.35508249,0.004295084,0.025284666,
,,,,,UPP1,0.35492167,0.00431385,0.025371371,
,,,,,GALK1,0.354771163,0.004331478,0.025463132,
,,,,,PRKACA,0.354665479,0.004343894,0.025524858,
,,,,,KIF5C,0.354630186,0.004348047,0.025541143,
,,,,,PFDN1,0.354590912,0.004352673,0.025557847,
,,,,,LOC100505812,0.354374517,0.00437824,0.025692818,
,,,,,TOX,0.354269141,0.004390738,0.025757286,
,,,,,LIN52,0.354243198,0.004393819,0.025768039,
,,,,,CNEP1R1,0.354236454,0.004394621,0.025768039,
,,,,,RNF144A,0.354053297,0.004416436,0.025883876,
,,,,,MTMR14,0.354023384,0.004420008,0.025898772,
,,,,,FAM216A,0.353897536,0.004435063,0.025980932,
,,,,,GFRA3,0.353862404,0.004439274,0.025993485,
,,,,,FAM65A,0.353842297,0.004441686,0.026001549,
,,,,,FLVCR1,0.353754369,0.004452245,0.026057297,
,,,,,OR1L6,0.353693951,0.004459514,0.02608769,
,,,,,PLEKHO2,0.353492146,0.004483869,0.02622406,
,,,,,C6orf211,0.35347074,0.004486459,0.026233106,
,,,,,LOC200261,0.353386905,0.004496616,0.026280271,
,,,,,MAP1A,0.353205663,0.004518645,0.026396741,
,,,,,TDO2,0.353060362,0.004536374,0.026481845,
,,,,,HSPA12B,0.353048019,0.004537882,0.026484502,
,,,,,RCC1,0.353031473,0.004539906,0.026487204,
,,,,,MAPK6,0.353027002,0.004540453,0.026487204,
,,,,,RIBC2,0.352961478,0.004548474,0.026521687,
,,,,,FAM48A,0.352918826,0.004553702,0.026546014,
,,,,,MGAT5,0.352756463,0.004573653,0.026649955,
,,,,,TAGLN3,0.352696604,0.004581027,0.026686739,
,,,,,FRMD3,0.352664538,0.004584982,0.02670359,
,,,,,ATP6V0A4,0.352583628,0.004594974,0.026755588,
,,,,,GBP1,0.352504815,0.004604726,0.026793751,
,,,,,FLJ46906,0.352457751,0.004610559,0.026821479,
,,,,,BCOR,0.352431534,0.00461381,0.026834185,
,,,,,KCNMB1,0.352412624,0.004616157,0.026835414,
,,,,,LRRC40,0.352344339,0.004624639,0.02687851,
,,,,,PROM1,0.35231539,0.00462824,0.026893218,
,,,,,ACSL4,0.352269634,0.004633935,0.026920089,
,,,,,LILRA5,0.352189069,0.004643979,0.026971481,
,,,,,SMCR8,0.352181466,0.004644927,0.026971481,
,,,,,KDSR,0.351976647,0.004670552,0.027114011,
,,,,,CORO7-PAM16,0.35194369,0.004674687,0.027131749,
,,,,,NPTX2,0.35190739,0.004679245,0.027150714,
,,,,,FAM49B,0.351900466,0.004680115,0.027150714,
,,,,,PKP3,0.351857723,0.004685488,0.027175612,
,,,,,RNU7-67P,0.351557053,0.004723437,0.027376765,
,,,,,RBM42,0.351492999,0.004731556,0.027396684,
,,,,,P2RX4,0.351375132,0.004746529,0.027466278,
,,,,,DEFB133,0.351360084,0.004748444,0.027471033,
,,,,,EXOSC8,0.351236247,0.004764226,0.027549656,
,,,,,NOV,0.351221,0.004766173,0.027554572,
,,,,,PRKAA1,0.351194712,0.00476953,0.027567641,
,,,,,HAUS5,0.351167657,0.004772987,0.027581284,
,,,,,HMHA1,0.351112508,0.004780042,0.027609356,
,,,,,RPUSD1,0.351056627,0.0047872,0.027644347,
,,,,,POLR3A,0.351044037,0.004788814,0.027647316,
,,,,,LOC344595,0.350911533,0.004805829,0.027739178,
,,,,,TACC1,0.350843552,0.004814579,0.027783304,
,,,,,TECPR1,0.350825948,0.004816847,0.027790014,
,,,,,CD68,0.350766511,0.004824512,0.027815085,
,,,,,USP30-AS1,0.350728433,0.004829429,0.027837045,
,,,,,TBL3,0.350699621,0.004833152,0.027852117,
,,,,,CSRP2,0.350677217,0.004836048,0.027862422,
,,,,,C20orf3,0.350621865,0.004843211,0.027897298,
,,,,,DHX37,0.350574383,0.004849364,0.027926335,
,,,,,MAP4K5,0.350392714,0.004872966,0.028049402,
,,,,,SLC9A1,0.350335486,0.004880422,0.028085887,
,,,,,CDC37,0.350299268,0.004885145,0.028106637,
,,,,,LPAL2,0.350174467,0.004901454,0.028194015,
,,,,,RN5S514,0.350153036,0.004904259,0.028201895,
,,,,,FASN,0.350138295,0.00490619,0.028201895,
,,,,,A1BG-AS1,0.349982714,0.004926605,0.028304885,
,,,,,DIXDC1,0.349976022,0.004927485,0.028304885,
,,,,,INPPL1,0.349912356,0.004935862,0.028344217,
,,,,,C1QB,0.349906849,0.004936587,0.028344217,
,,,,,SLC36A1,0.349859513,0.004942824,0.028373549,
,,,,,HMGXB3,0.34981812,0.004948284,0.028398406,
,,,,,C12orf70,0.349775997,0.004953846,0.028414047,
,,,,,KIAA2013,0.349771798,0.004954401,0.028414047,
,,,,,UBE2MP1,0.349674846,0.004967224,0.02847253,
,,,,,CNPY4,0.349669014,0.004967996,0.02847253,
,,,,,THSD4,0.34960534,0.004976435,0.028510771,
,,,,,MTCH1,0.34954598,0.004984313,0.028546522,
,,,,,DVL2,0.349458094,0.004995998,0.028600412,
,,,,,PLTP,0.34943524,0.004999041,0.028611313,
,,,,,ATP6AP2,0.349402161,0.005003447,0.028630015,
,,,,,KIF5B,0.349324252,0.005013839,0.028676423,
,,,,,ZNF445,0.349260544,0.005022351,0.028700781,
,,,,,UQCRC1,0.349249659,0.005023807,0.028700781,
,,,,,KCTD21,0.349180071,0.005033122,0.028740931,
,,,,,LOC100507507,0.349027535,0.005053592,0.02884472,
,,,,,OSBPL9,0.348948587,0.005064216,0.028885682,
,,,,,ARMC5,0.348831362,0.005080027,0.028969292,
,,,,,CD27,0.348821653,0.005081338,0.028970198,
,,,,,KIAA1656,0.348603634,0.005110867,0.02910554,
,,,,,LOC100128988,0.34858535,0.00511335,0.029113086,
,,,,,MAP4,0.34857604,0.005114615,0.029113693,
,,,,,RNF114,0.348496524,0.005125429,0.029155443,
,,,,,ZNF777,0.348464144,0.005129838,0.029167324,
,,,,,CLIP3,0.348439093,0.005133252,0.029179446,
,,,,,ATP5SL,0.348377608,0.005141639,0.029214596,
,,,,,AP1B1,0.348299836,0.005152265,0.029265974,
,,,,,RN5S460,0.348081753,0.005182164,0.02941162,
,,,,,SNRPA1,0.347610408,0.00524731,0.029747772,
,,,,,ALKBH1,0.347568036,0.005253201,0.029774457,
,,,,,RNF216P1,0.347521579,0.005259667,0.029801299,
,,,,,NOS3,0.347516978,0.005260308,0.029801299,
,,,,,USP42,0.347440251,0.005271004,0.02984844,
,,,,,MOK,0.347355571,0.005282831,0.029901939,
,,,,,MIR485,0.347176497,0.005307918,0.03002834,
,,,,,PRLH,0.347170598,0.005308746,0.03002834,
,,,,,ADAP1,0.347129394,0.005314534,0.030044401,
,,,,,STK17A,0.347124862,0.005315171,0.030044401,
,,,,,STAT5B,0.347011814,0.005331081,0.030120788,
,,,,,LOC401561,0.346944792,0.005340534,0.030160637,
,,,,,MDN1,0.346921897,0.005343766,0.030172113,
,,,,,QRSL1,0.346912619,0.005345076,0.030172734,
,,,,,PAK3,0.346637332,0.005384086,0.030352044,
,,,,,HEY1,0.346516795,0.005401245,0.03044195,
,,,,,CLSTN2,0.346431233,0.005413455,0.030497089,
,,,,,RN5S281,0.346358128,0.005423906,0.030542276,
,,,,,UBTD1,0.346314799,0.005430109,0.03056031,
,,,,,VSIG4,0.346273412,0.005436039,0.030576352,
,,,,,NKAP,0.346111738,0.005459261,0.030674962,
,,,,,SENP5,0.346108882,0.005459672,0.030674962,
,,,,,SPRYD3,0.346019466,0.005472554,0.030733597,
,,,,,GNA13,0.345931463,0.005485258,0.030791184,
,,,,,ISG20L2,0.345729555,0.005514503,0.030927726,
,,,,,TRBV10-2,0.345611827,0.005531619,0.03100988,
,,,,,CACNA1H,0.345579438,0.005536336,0.031029403,
,,,,,POMP,0.345543069,0.005541637,0.031052189,
,,,,,WDR18,0.345479323,0.005550938,0.031097379,
,,,,,ID3,0.345430677,0.005558046,0.03113026,
,,,,,NHP2L1,0.345348509,0.00557007,0.031176153,
,,,,,KIAA1279,0.345340788,0.005571201,0.031176153,
,,,,,ALKBH5,0.345325216,0.005573483,0.031181979,
,,,,,G6PD,0.345264536,0.005582382,0.031224646,
,,,,,RGAG4,0.345147007,0.005599653,0.031307491,
,,,,,RNMTL1,0.345075463,0.00561019,0.031356863,
,,,,,VKORC1,0.34506747,0.005611368,0.031356863,
,,,,,ZNF238,0.34506165,0.005612226,0.031356863,
,,,,,KRT81,0.34501277,0.005619437,0.031390177,
,,,,,CCDC18,0.34494278,0.005629777,0.031426954,
,,,,,RAB39B,0.344925908,0.005632272,0.031426954,
,,,,,CHCHD10,0.344875403,0.005639747,0.031454696,
,,,,,ZNF773,0.344866673,0.00564104,0.031454927,
,,,,,ARL2-SNX15,0.344811272,0.00564925,0.031486742,
,,,,,FSD1L,0.344782151,0.00565357,0.031497376,
,,,,,PTPRJ,0.344781518,0.005653664,0.031497376,
,,,,,ARRDC2,0.344741311,0.005659634,0.031523647,
,,,,,RIF1,0.344721551,0.00566257,0.031526698,
,,,,,C20orf194,0.344720741,0.00566269,0.031526698,
,,,,,MYO19,0.344694044,0.005666659,0.031535086,
,,,,,FAR2,0.344693728,0.005666706,0.031535086,
,,,,,GNAS-AS1,0.344629354,0.005676286,0.031581406,
,,,,,PGAM5,0.344618586,0.005677889,0.031583338,
,,,,,CLEC3B,0.344566768,0.005685613,0.031619304,
,,,,,IPMK,0.344526688,0.005691593,0.031645561,
,,,,,IP6K1,0.344211543,0.005738809,0.031872832,
,,,,,MIR143,0.344194863,0.005741318,0.031879722,
,,,,,MADCAM1,0.344152011,0.005747767,0.031896332,
,,,,,BFAR,0.344149693,0.005748116,0.031896332,
,,,,,PHF5A,0.34410744,0.005754481,0.031924607,
,,,,,FSIP1,0.344075999,0.005759222,0.031938438,
,,,,,BLOC1S3,0.344074054,0.005759515,0.031938438,
,,,,,TIAM1,0.343948311,0.00577851,0.032022579,
,,,,,ULK4P2,0.34390804,0.005784605,0.03204929,
,,,,,MRPL14,0.343714027,0.005814049,0.032204018,
,,,,,GNL3,0.343698729,0.005816376,0.032204018,
,,,,,MBD1,0.343678128,0.005819511,0.032207189,
,,,,,FGFBP3,0.343565184,0.005836726,0.032281141,
,,,,,SLC39A3,0.343486747,0.005848708,0.032340294,
,,,,,MC5R,0.343476669,0.005850249,0.032341701,
,,,,,LAMC1,0.3434414,0.005855645,0.032361875,
,,,,,XIRP1,0.343389473,0.005863597,0.032387002,
,,,,,LOC643837,0.343307798,0.005876125,0.03244194,
,,,,,FAM214B,0.34329553,0.005878008,0.032442307,
,,,,,LIMS3,0.343229485,0.005888159,0.032479842,
,,,,,UBE2E3,0.343048864,0.005915996,0.032611928,
,,,,,ZNF41,0.34271027,0.005968492,0.032843691,
,,,,,FARP2,0.342689285,0.005971759,0.032854476,
,,,,,PDZD11,0.342597433,0.005986077,0.032918839,
,,,,,GBP4,0.342575068,0.005989568,0.032930832,
,,,,,MASTL,0.34253932,0.005995151,0.032954323,
,,,,,RIMKLB,0.342483613,0.006003861,0.032986079,
,,,,,XKR8,0.342477196,0.006004865,0.032986079,
,,,,,RNASE6,0.342449461,0.006009206,0.032995863,
,,,,,LRRC15,0.342449045,0.006009272,0.032995863,
,,,,,SGK196,0.342331623,0.006027682,0.033082499,
,,,,,OSBPL5,0.342320248,0.006029468,0.033085077,
,,,,,GMEB2,0.342291829,0.006033932,0.033102348,
,,,,,MCM6,0.342174691,0.006052364,0.033196221,
,,,,,MIR581,0.342159206,0.006054805,0.033202361,
,,,,,SSRP1,0.342131555,0.006059164,0.033214574,
,,,,,RAB3IL1,0.342126424,0.006059974,0.033214574,
,,,,,LINC00273,0.342109874,0.006062585,0.03321604,
,,,,,TAP1,0.342094715,0.006064977,0.033221907,
,,,,,HIST1H4J,0.342075771,0.006067968,0.033231048,
,,,,,HTRA2,0.342034952,0.006074417,0.033259121,
,,,,,DPH3P1,0.341985532,0.006082233,0.033294664,
,,,,,MCM7,0.341952884,0.006087402,0.033315701,
,,,,,IL4R,0.341852189,0.006103366,0.033374009,
,,,,,HEYL,0.341793812,0.006112639,0.033410176,
,,,,,SNAR-F,0.341765978,0.006117064,0.033427095,
,,,,,LARP1,0.341737842,0.00612154,0.033442361,
,,,,,PSMC3,0.341731696,0.006122518,0.033442361,
,,,,,DUSP3,0.341693779,0.006128556,0.033456938,
,,,,,TTBK2,0.341665803,0.006133014,0.033469284,
,,,,,DNA2,0.341552739,0.00615106,0.033547235,
,,,,,MIR4420,0.341484045,0.006162048,0.033592581,
,,,,,PDLIM3,0.3414313,0.006170496,0.033631341,
,,,,,FKBPL,0.341403152,0.006175008,0.03364864,
,,,,,PAF1,0.34137927,0.006178839,0.033662217,
,,,,,KRT17,0.341255074,0.006198794,0.033748991,
,,,,,WNT5A,0.341222145,0.006204095,0.033763223,
,,,,,FCHSD1,0.341169938,0.006212506,0.033787056,
,,,,,PRND,0.341141367,0.006217114,0.033797491,
,,,,,SMNDC1,0.340989242,0.006241698,0.033923797,
,,,,,DLL4,0.340950524,0.006247968,0.033950536,
,,,,,HSPBP1,0.340923955,0.006252275,0.033966593,
,,,,,GMNN,0.340893965,0.006257138,0.033982638,
,,,,,GGCX,0.340793771,0.006273412,0.034059341,
,,,,,SIAH2,0.340765495,0.006278011,0.034076951,
,,,,,KCNG1,0.340753329,0.006279991,0.034080339,
,,,,,PKD1L1,0.340743836,0.006281536,0.034081366,
,,,,,KATNB1,0.340641764,0.006298171,0.03415688,
,,,,,NPM3,0.340546381,0.006313752,0.034231036,
,,,,,COPS6,0.340519369,0.00631817,0.034231036,
,,,,,CLPP,0.340468901,0.006326433,0.034265791,
,,,,,MIR4439,0.340384986,0.006340192,0.034325522,
,,,,,HDGFRP2,0.340316072,0.006351511,0.034379399,
,,,,,POLR2D,0.340267218,0.006359546,0.034415481,
,,,,,UTP20,0.34025088,0.006362235,0.034421184,
,,,,,CLSPN,0.340244177,0.006363339,0.034421184,
,,,,,KRT14,0.340219958,0.006367327,0.034435351,
,,,,,POU4F1,0.340167385,0.006375993,0.034459975,
,,,,,UBE2D2,0.3401225,0.0063834,0.034492591,
,,,,,PTK7,0.340087285,0.006389217,0.0345166,
,,,,,PRIM2,0.339991747,0.00640502,0.03459454,
,,,,,RAB2B,0.339911006,0.006418403,0.034644489,
,,,,,CNOT3,0.339818878,0.006433702,0.034704716,
,,,,,RPL35,0.339786508,0.006439086,0.034726302,
,,,,,PARD6G,0.339649676,0.006461885,0.03483504,
,,,,,TIMM17B,0.339648869,0.00646202,0.03483504,
,,,,,FLJ41200,0.339600819,0.006470043,0.034870813,
,,,,,PRPF38A,0.339586959,0.006472359,0.034875817,
,,,,,LOC100506397,0.33954925,0.006478664,0.034901439,
,,,,,TXNL4A,0.339538763,0.006480418,0.034901439,
,,,,,SLC2A6,0.339498849,0.006487099,0.034925294,
,,,,,RCN3,0.339431396,0.006498403,0.03497866,
,,,,,ZFP37,0.339407384,0.006502431,0.034992849,
,,,,,RBPJ,0.339364847,0.006509572,0.035023782,
,,,,,EID2,0.339265725,0.006526239,0.035084588,
,,,,,SLC3A2,0.339264435,0.006526456,0.035084588,
,,,,,ELK4,0.339221711,0.006533652,0.035115761,
,,,,,MAP4K2,0.339212584,0.00653519,0.03511652,
,,,,,ZNF761,0.33909579,0.006554901,0.035209611,
,,,,,CST11,0.339093334,0.006555316,0.035209611,
,,,,,TM9SF4,0.339041965,0.006564002,0.035248735,
,,,,,PNPLA3,0.339032867,0.006565542,0.035249471,
,,,,,TAGLN2,0.338925803,0.006583682,0.035331771,
,,,,,GPAT2,0.338729055,0.006617132,0.035496127,
,,,,,BTN2A3P,0.33864298,0.006631813,0.035559703,
,,,,,APBA3,0.338615056,0.006636582,0.035572926,
,,,,,C12orf68,0.338395779,0.006674134,0.03575612,
,,,,,CHD8,0.338241903,0.006700598,0.035867317,
,,,,,ITGA1,0.338201956,0.006707483,0.035877328,
,,,,,FARP1,0.338048541,0.006733982,0.035984716,
,,,,,MRPL18,0.33802947,0.006737282,0.035994701,
,,,,,STX1A,0.337955127,0.006750162,0.036055849,
